model,threshold,precision,recall,f1,f2,fp,fn,is_selected
random_forest,0.36,0.5017588743204349,0.9718780971258671,0.661829839287974,0.8185005112367757,15580,454,False
random_forest,0.37,0.5027954501638712,0.9692765113974232,0.6621249947107858,0.8175719450772221,15474,496,False
random_forest,0.38,0.5036314923012363,0.9664271555996036,0.6621819493665514,0.8163884673748103,15377,542,False
random_forest,0.39,0.5041820657459638,0.9633300297324083,0.6619280698020855,0.8149064157112615,15294,592,False
random_forest,0.4,0.5045772927186838,0.9593657086223984,0.6613292341851875,0.8128391640688142,15207,656,False
random_forest,0.41,0.5052728106373223,0.9556491575817642,0.6610394618449805,0.8110608768794028,15106,716,False
random_forest,0.42,0.5058955273038667,0.9514370664023786,0.6605599277512579,0.8089489982936232,15002,784,False
random_forest,0.43,0.5068270696626235,0.947286917740337,0.660348028844078,0.8070184696569921,14881,851,False
random_forest,0.44,0.507475138490289,0.9419598612487612,0.6595966167859466,0.8042457320555944,14759,937,False
random_forest,0.45,0.5079914042038816,0.9371283448959365,0.6588424857379263,0.8016808325738146,14653,1015,False
random_forest,0.46,0.5089802130898021,0.9321110009910802,0.6584261305213416,0.799226691877078,14517,1096,False
random_forest,0.47,0.5094822293471587,0.9252353815659068,0.6571202322819057,0.7954182375870663,14381,1207,False
random_forest,0.48,0.5099205666930298,0.9185455896927651,0.655787728026534,0.7916653320093533,14252,1315,False
random_forest,0.49,0.5105118671160996,0.9099975222993062,0.6540816099374457,0.7868520561738777,14086,1453,False
random_forest,0.5,0.5110737314269694,0.9033696729435085,0.6528200537153088,0.7831428816908669,13952,1560,False
random_forest,0.51,0.5120880676790203,0.8961223984142715,0.6517400608176597,0.7792452626929665,13784,1677,False
random_forest,0.52,0.5126792803748346,0.8878840436075323,0.6500238079042242,0.7745177500405253,13625,1810,False
random_forest,0.53,0.5129661108900865,0.8785307234886026,0.6477290891238325,0.7689346706424506,13466,1961,False
random_forest,0.54,0.5136550007321716,0.869115460852329,0.6456971928209848,0.7634505724110913,13285,2113,False
random_forest,0.55,0.5153237490248523,0.8592666005946482,0.6442653786313076,0.7580742117055577,13047,2272,False
random_forest,0.56,0.5169593728800784,0.8496655104063429,0.6428136276301607,0.752771375260674,12817,2427,False
random_forest,0.57,0.5173336391086649,0.8383919722497523,0.6398468338572812,0.745820430024576,12628,2609,False
random_forest,0.58,0.5180568499534017,0.8263751238850346,0.6368627076570555,0.7384753343370827,12411,2803,False
random_forest,0.59,0.5185316475639056,0.8154732408325074,0.6339537235451328,0.7316734285555494,12224,2979,False
random_forest,0.6,0.5194316589953972,0.8038899900891973,0.6310875537941598,0.7245341164122777,12007,3166,False
random_forest,0.61,0.5203208991692458,0.7914395441030724,0.6278624078624079,0.7167459498272225,11779,3367,False
random_forest,0.62,0.5205820171620446,0.7778741328047571,0.6237365584721981,0.7078997508427378,11565,3586,False
